Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
200,1741708727739,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,27.21129608154297,13.626243591308594,18.618446350097656,12.389427185058594,24.567947387695313,16.413558959960938,21.229576110839844,7.12652587890625,9.885345458984375,5.931922912597656,11.155601501464844,4.9659576416015625,3401.5489501953125,28716.946228027344,24505.625366210938,168.90673828125,34156867584,10737418240,21996331008,0
200,1741708727940,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.434921264648438,9.225791931152344,7.688285827636719,9.249755859375,16.85449981689453,13.408218383789063,13.9342041015625,4.664581298828125,5.136466979980469,9.628288269042969,14.934967041015625,4.481559753417969,3401.9061279296875,28721.32000732422,24509.57598876953,168.92266845703125,34156867584,10737418240,21994270720,0
199,1741708728141,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,12.373313903808594,5.763252258300781,4.760047912597656,8.311981201171875,20.72893524169922,6.5521392822265625,15.494438171386719,4.720802307128906,9.754257202148438,5.6166534423828125,7.172698974609375,4.656890869140625,3402.2490234375,28723.343811035156,24511.265075683594,168.93359375,34156867584,10737418240,21991858176,0
200,1741708728340,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,17.351898193359375,3.6815719604492188,2.9266815185546875,11.029716491699219,15.708198547363281,7.4948577880859375,16.27618408203125,3.3063812255859375,13.36639404296875,3.7153472900390625,7.805564880371094,6.026252746582031,3402.5582885742188,28724.36016845703,24511.892944335938,168.94366455078125,34156867584,10737418240,21989224448,0
199,1741708728541,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.662849426269531,2.0601654052734375,2.7163467407226563,10.435012817382813,20.779693603515625,4.448387145996094,11.337211608886719,1.3668212890625,13.933662414550781,4.946495056152344,7.121894836425781,5.563072204589844,3402.8812866210938,28725.395751953125,24512.562866210938,168.9527587890625,34156867584,10737418240,21987229696,0
200,1741708728741,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,19.57225799560547,10.257568359375,7.503486633300781,5.7803802490234375,13.28887939453125,5.928092956542969,15.876350402832031,10.119697570800781,12.582771301269531,3.9317169189453125,5.60296630859375,4.261863708496094,3403.20947265625,28726.85089111328,24513.65167236328,168.963623046875,34156867584,10737418240,22007111680,0
200,1741708728942,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.680267333984375,3.4464950561523438,4.5200653076171875,4.864662170410156,16.43596649169922,5.006500244140625,15.466743469238281,1.421905517578125,4.688728332519531,2.5459747314453125,6.1956329345703125,3.0037384033203125,3403.5271606445313,28727.860229492188,24514.308227539063,168.97344970703125,34156867584,10737418240,22004813824,0
199,1741708729143,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,10.921958923339844,4.2575531005859375,4.23583984375,9.132644653320313,13.981895446777344,8.846885681152344,6.0345306396484375,8.262374877929688,11.678924560546875,7.058509826660156,4.976837158203125,3.9932708740234375,3403.8272705078125,28728.79229736328,24514.9365234375,168.97674560546875,34156867584,10737418240,22004232192,0
199,1741708729342,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,6.6926422119140625,6.352272033691406,3.4949264526367188,10.853492736816406,12.374931335449219,6.515892028808594,8.286956787109375,5.568473815917969,4.192344665527344,4.0986175537109375,7.313377380371094,4.6673736572265625,3404.1358642578125,28729.840454101563,24515.599182128906,168.97674560546875,34156867584,10737418240,22004019200,0
200,1741708729542,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.278450012207031,3.614654541015625,7.255706787109375,10.448127746582031,10.903701782226563,6.068145751953125,7.909584045410156,2.4029769897460938,4.6381988525390625,3.2159347534179688,8.525077819824219,5.6422271728515625,3404.4354858398438,28731.12713623047,24516.528259277344,168.97674560546875,34156867584,10737418240,22003810304,0
200,1741708729743,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.912254333496094,4.028831481933594,5.317344665527344,10.943489074707031,15.932746887207031,6.9624481201171875,13.133857727050781,3.8024139404296875,8.311485290527344,6.7391815185546875,5.6810760498046875,4.136695861816406,3404.741455078125,28732.181701660156,24517.226928710938,168.97821044921875,34156867584,10737418240,22007959552,0
199,1741708729944,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.972206115722656,3.73956298828125,6.114006042480469,13.785736083984375,18.903663635253906,9.401260375976563,8.316535949707031,5.380409240722656,5.11456298828125,3.3291244506835938,4.3014373779296875,5.486930847167969,3405.0712280273438,28733.176208496094,24517.844970703125,168.97821044921875,34156867584,10737418240,22007857152,0
200,1741708730144,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,29.692779541015625,11.83636474609375,14.071487426757813,16.003646850585938,45.23087692260742,15.557342529296875,28.011703491210938,12.671783447265625,20.67127227783203,9.417533874511719,19.430770874023438,10.163597106933594,3405.4347534179688,28738.76043701172,24523.059997558594,168.97979736328125,34156867584,10737418240,22025420800,0
200,1741708730344,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,18.368972778320313,11.654953002929688,15.3660888671875,15.978904724121094,32.503761291503906,6.9105224609375,26.809364318847656,18.53722381591797,21.34270477294922,7.4954376220703125,15.662284851074219,11.535285949707031,3405.7997436523438,28743.847900390625,24527.76171875,168.97979736328125,34156867584,10737418240,22041485312,0
200,1741708730545,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,12.190925598144531,3.864837646484375,5.05645751953125,12.183387756347656,25.171768188476563,6.5904083251953125,9.921989440917969,4.439750671386719,8.151840209960938,5.051338195800781,9.903800964355469,5.601829528808594,3406.119384765625,28745.5361328125,24529.085510253906,168.97979736328125,34156867584,10737418240,22039711744,0
200,1741708730745,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,22.207107543945313,3.2412796020507813,24.49249267578125,7.0583953857421875,10.9786376953125,7.692909240722656,8.989776611328125,2.4253463745117188,3.5550155639648438,7.172599792480469,6.161529541015625,6.732780456542969,3406.48681640625,28747.369750976563,24530.53546142578,168.98126220703125,34156867584,10737418240,22044160000,0
200,1741708730946,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,43.56465530395508,29.813331604003906,52.99923324584961,44.645687103271484,58.492671966552734,41.088592529296875,44.276283264160156,28.509033203125,33.624244689941406,25.334930419921875,42.385257720947266,30.718948364257813,3407.0426635742188,28758.35626220703,24541.003479003906,168.98126220703125,34156867584,10737418240,22030544896,0
200,1741708731146,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,17.947654724121094,13.666427612304688,16.744598388671875,24.77954864501953,32.70647430419922,11.46124267578125,18.995697021484375,12.689865112304688,20.23120880126953,24.842079162597656,16.611373901367188,17.3797607421875,3407.3571166992188,28762.6953125,24545.03125,168.98126220703125,34156867584,10737418240,22034673664,0
200,1741708731346,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,15.102119445800781,13.853790283203125,12.056396484375,12.2176513671875,23.42528533935547,16.285980224609375,41.14125061035156,6.790252685546875,18.2880859375,9.266670227050781,16.744796752929688,15.276870727539063,3407.6748046875,28766.874877929688,24548.84912109375,168.9832763671875,34156867584,10737418240,22037159936,0
200,1741708731547,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,7.0458526611328125,3.3820571899414063,2.3747940063476563,11.661094665527344,14.649436950683594,4.376739501953125,7.2960357666015625,3.1934890747070313,6.671356201171875,3.5775222778320313,6.13275146484375,4.909309387207031,3407.9736328125,28768.237548828125,24549.863342285156,168.9832763671875,34156867584,10737418240,22037331968,0
199,1741708731747,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.899452209472656,7.1302947998046875,7.126953125,9.619056701660156,14.760162353515625,7.794395446777344,20.94542694091797,4.392494201660156,9.822174072265625,8.835411071777344,7.176765441894531,8.889122009277344,3408.3296508789063,28770.634704589844,24551.870849609375,168.99090576171875,34156867584,10737418240,22033014784,0
199,1741708731948,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,17.221237182617188,6.664398193359375,11.902351379394531,19.39350128173828,22.040451049804688,11.889595031738281,18.409950256347656,2.7907562255859375,10.810371398925781,11.380302429199219,14.494316101074219,6.1927032470703125,3408.6821899414063,28774.1962890625,24555.08477783203,169.00079345703125,34156867584,10737418240,22032211968,0
199,1741708732148,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,14.074874877929688,6.1429443359375,9.427650451660156,11.413108825683594,16.340789794921875,10.349288940429688,14.354606628417969,8.717674255371094,10.846519470214844,5.673347473144531,9.714820861816406,7.483039855957031,3409.0164794921875,28777.250915527344,24557.70233154297,169.01055908203125,34156867584,10737418240,22031638528,0
200,1741708732348,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,29.22777557373047,27.6241455078125,4.513572692871094,7.638801574707031,19.004722595214844,16.805313110351563,7.753654479980469,2.0597305297851563,6.5501861572265625,5.002052307128906,6.203422546386719,20.160255432128906,3409.3207397460938,28782.280883789063,24562.43096923828,169.02154541015625,34156867584,10737418240,22034898944,0
200,1741708732548,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,14.929275512695313,4.815605163574219,7.9076080322265625,13.779991149902344,24.75860595703125,10.566940307617188,15.945472717285156,7.013923645019531,10.698272705078125,5.283058166503906,7.095710754394531,6.9246826171875,3409.6619873046875,28783.833129882813,24563.514221191406,169.0330810546875,34156867584,10737418240,22024749056,0
200,1741708732748,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,25.592269897460938,10.2926025390625,22.203964233398438,15.277061462402344,30.633270263671875,17.853126525878906,23.899757385253906,7.180816650390625,25.53876495361328,12.289779663085938,24.656959533691406,15.361587524414063,3410.0950927734375,28788.021362304688,24567.064025878906,169.0645751953125,34156867584,10737418240,22020825088,0
200,1741708732949,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,22.07994842529297,5.481666564941406,14.026496887207031,13.543960571289063,20.39710235595703,16.73064422607422,14.782966613769531,3.1426620483398438,6.3060302734375,6.753639221191406,17.436309814453125,7.4130706787109375,3410.5584716796875,28794.75164794922,24572.947998046875,169.13006591796875,34156867584,10737418240,22016749568,0
200,1741708733149,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,12.655624389648438,1.973052978515625,4.181449890136719,7.689064025878906,11.13330078125,3.88525390625,7.662452697753906,3.4479598999023438,3.2169723510742188,7.852516174316406,8.304428100585938,2.3804244995117188,3410.8602294921875,28796.569091796875,24574.414001464844,169.1319580078125,34156867584,10737418240,22016491520,0
199,1741708733350,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,4.732391357421875,1.785552978515625,3.4130401611328125,6.031280517578125,12.860939025878906,11.868209838867188,6.7234649658203125,6.271781921386719,7.82568359375,4.072906494140625,6.078208923339844,3.1564788818359375,3411.1829833984375,28797.872680664063,24575.34881591797,169.134521484375,34156867584,10737418240,22015492096,0
199,1741708733550,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.25958251953125,5.329750061035156,3.08782958984375,7.280265808105469,19.703994750976563,6.799369812011719,6.912651062011719,4.631263732910156,6.2945404052734375,5.741081237792969,5.496856689453125,5.325492858886719,3411.4722900390625,28798.47412109375,24575.616943359375,169.134521484375,34156867584,10737418240,22014607360,0
199,1741708733751,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,14.343185424804688,7.721076965332031,7.912940979003906,8.720001220703125,22.273605346679688,19.496719360351563,14.341163635253906,10.771980285644531,11.047882080078125,10.991645812988281,10.77716064453125,9.528404235839844,3411.8120727539063,28801.52996826172,24578.302612304688,169.137451171875,34156867584,10737418240,22028722176,0
200,1741708733951,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,14.416091918945313,12.801971435546875,5.662467956542969,17.587509155273438,18.91374969482422,11.767616271972656,11.908699035644531,14.153205871582031,8.817436218261719,7.850090026855469,7.746803283691406,6.848731994628906,3412.1044311523438,28802.285217285156,24578.712036132813,169.13885498046875,34156867584,10737418240,22028558336,0
200,1741708734152,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,7.608360290527344,2.2130966186523438,3.1774673461914063,7.241493225097656,11.657890319824219,7.905616760253906,6.7613677978515625,4.967124938964844,2.798065185546875,3.2498779296875,4.927726745605469,6.004417419433594,3412.3917846679688,28803.071228027344,24579.173828125,169.13885498046875,34156867584,10737418240,22009135104,0
200,1741708734353,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.913642883300781,4.7401580810546875,4.248443603515625,11.473518371582031,15.974311828613281,7.105140686035156,7.699089050292969,7.5318450927734375,9.287811279296875,6.2758636474609375,5.163581848144531,7.6554107666015625,3412.6824951171875,28804.04949951172,24579.813415527344,169.13885498046875,34156867584,10737418240,22009098240,0
200,1741708734553,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.02740478515625,1.9739151000976563,1.6422958374023438,7.479606628417969,18.96636962890625,4.9642791748046875,5.5511474609375,4.6144561767578125,4.5428466796875,4.144615173339844,2.9171829223632813,3.47674560546875,3412.9877319335938,28804.77813720703,24580.190551757813,169.14056396484375,34156867584,10737418240,22007209984,0
199,1741708734754,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.260223388671875,2.6183319091796875,5.7103271484375,7.36962890625,17.361526489257813,5.5752410888671875,5.3600006103515625,4.505119323730469,3.80426025390625,7.8137054443359375,5.2003021240234375,3.7535552978515625,3413.282958984375,28805.586364746094,24580.65167236328,169.14056396484375,34156867584,10737418240,22006784000,0
199,1741708734955,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.946090698242188,2.5678176879882813,2.43560791015625,11.981857299804688,14.23089599609375,5.522674560546875,5.697563171386719,4.6989593505859375,8.046371459960938,4.298545837402344,6.640632629394531,5.356620788574219,3413.57763671875,28806.280334472656,24581.009765625,169.14166259765625,34156867584,10737418240,22006444032,0
200,1741708735154,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.267044067382813,3.196319580078125,11.757087707519531,10.173332214355469,14.627601623535156,5.903778076171875,5.200775146484375,3.4885101318359375,3.6212692260742188,3.918365478515625,6.814361572265625,5.588050842285156,3413.8635864257813,28807.35028076172,24581.74920654297,169.14166259765625,34156867584,10737418240,22006104064,0
199,1741708735356,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,8.182502746582031,3.1039505004882813,4.9057769775390625,7.872833251953125,19.87555694580078,6.0387420654296875,5.389945983886719,6.007484436035156,4.90191650390625,4.5793304443359375,3.6551589965820313,5.302558898925781,3414.1676025390625,28808.071350097656,24582.11737060547,169.14166259765625,34156867584,10737418240,22006038528,0
200,1741708735556,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,10.017219543457031,5.305320739746094,5.932060241699219,6.967964172363281,36.01474380493164,13.155166625976563,9.484367370605469,4.554313659667969,4.063385009765625,4.661521911621094,26.963943481445313,4.574310302734375,3414.4885864257813,28810.150756835938,24583.8486328125,169.14306640625,34156867584,10737418240,22005231616,0
200,1741708735756,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,15.96337890625,9.78753662109375,12.789169311523438,15.976982116699219,36.777400970458984,35.88402557373047,23.911880493164063,12.429008483886719,16.35755157470703,11.645797729492188,11.534599304199219,6.6951141357421875,3414.8350830078125,28814.213012695313,24587.520935058594,169.15020751953125,34156867584,10737418240,22003245056,0
199,1741708735957,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,11.510841369628906,3.8727264404296875,6.704627990722656,14.736770629882813,18.855377197265625,9.752059936523438,17.8896484375,6.8318328857421875,21.327972412109375,4.3875274658203125,8.361259460449219,6.418182373046875,3415.163818359375,28815.29656982422,24588.236389160156,169.1593017578125,34156867584,10737418240,22000861184,0
199,1741708736158,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,9.497581481933594,3.149169921875,9.002838134765625,9.54644775390625,17.64440155029297,8.035026550292969,16.346275329589844,5.292900085449219,15.049751281738281,4.5286865234375,6.7069854736328125,5.036529541015625,3415.4945068359375,28816.216369628906,24588.78369140625,169.16937255859375,34156867584,10737418240,21996695552,0
200,1741708736358,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,2208,13.728469848632813,7.608863830566406,6.286415100097656,11.208122253417969,22.039901733398438,6.4867401123046875,14.536026000976563,5.126228332519531,12.378608703613281,4.4684295654296875,6.379753112792969,6.568023681640625,3415.8225708007813,28817.18212890625,24589.44189453125,169.17938232421875,34156867584,10737418240,21990375424,0
