Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740531652177,11083.451538085938,3416.6666666666665,1,0.05624999999999991,11083.451538085938,3416.6666666666665,1,0.05624999999999991,23767.127685546875,5125,0,0.05624999999999991,23767.127685546875,5025,0,0.05624999999999991,10185.081954956055,5025,0,0.05624999999999991,10185.081954956055,5025,0,0.05624999999999991,23468.315307617188,3350,1,0.05624999999999991,23468.315307617188,3350,1,0.05624999999999991,213156.9471435547,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,0,0,0,4.34782600402832,0,4.34782600402832,0,0,100,0,4.34782600402832,0,0,0,0,0,16001761280,4294963200,3691393024,753709056
199,1740531652177,11083.451538085938,3350,1,0.05624999999999991,11083.451538085938,3350,1,0.05624999999999991,23767.127685546875,5025,0,0.05624999999999991,23767.127685546875,5025,0,0.05624999999999991,10185.081954956055,5025,0,0.05624999999999991,10185.081954956055,5025,0,0.05624999999999991,23468.315307617188,3350,1,0.05624999999999991,23468.315307617188,3350,1,0.05624999999999991,213156.9708557129,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,0,0,0,4.34782600402832,0,4.34782600402832,0,0,100,0,4.34782600402832,0,0,0,0,0,16001761280,4294963200,3691393024,753709056
199,1740531652377,11083.53646850586,3416.6666666666665,1,0.0625,11083.53646850586,3416.6666666666665,1,0.0625,23767.919189453125,5125,0,0.0625,23767.919189453125,5125,0,0.0625,10185.122650146484,3416.6666666666665,1,0.0625,10185.122650146484,3416.6666666666665,1,0.0625,23468.339279174805,3416.6666666666665,1,0.0625,23468.339279174805,3416.6666666666665,1,0.0625,213159.76608276367,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16001761280,4294963200,3691393024,753709056
199,1740531652577,11083.55143737793,3400,1,0.0625,11083.55143737793,3400,1,0.0625,23768.812133789063,5100,0,0.0625,23768.812133789063,5100,0,0.0625,10185.137222290039,3400,1,0.0625,10185.137222290039,3400,1,0.0625,23468.353897094727,3400,1,0.0625,23468.353897094727,3400,1,0.0625,213162.5111541748,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,16001761280,4294963200,3691393024,753709056
199,1740531652777,11083.610916137695,3416.6666666666665,1,0.09999999999999987,11083.610916137695,3416.6666666666665,1,0.09999999999999987,23769.841766357422,5125,0,0.09999999999999987,23769.841766357422,5125,0,0.09999999999999987,10185.186294555664,3416.6666666666665,1,0.09999999999999987,10185.186294555664,3416.6666666666665,1,0.09999999999999987,23468.36863708496,3350,1,0.09999999999999987,23468.36863708496,3350,1,0.06874999999999987,213165.29161071777,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,16001761280,4294963200,3691393024,753709056
199,1740531652977,11083.893417358398,4950,0,0.25624999999999987,11083.893417358398,4950,0,0.25624999999999987,23770.538360595703,3300,1,0.25624999999999987,23770.538360595703,3300,1,0.25624999999999987,10185.207534790039,3300,1,0.25624999999999987,10185.207534790039,3300,1,0.25624999999999987,23468.651611328125,3300,1,0.25624999999999987,23468.651611328125,3300,1,0.25624999999999987,213167.90209960938,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,10,5.263157844543457,0,0,0,0,0,5,0,11.764705657958984,0,0,9.523809432983398,0,0,0,16001761280,4294963200,3449401344,753709056
199,1740531653178,11084.333908081055,4950,0,0.22499999999999987,11084.333908081055,4950,0,0.22499999999999987,23770.930892944336,4950,0,0.22499999999999987,23770.930892944336,4950,0,0.22499999999999987,10185.599594116211,4950,0,0.22499999999999987,10185.599594116211,4950,0,0.22499999999999987,23470.103576660156,4950,0,0.22499999999999987,23470.103576660156,4950,0,0.22499999999999987,213171.720413208,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,21.7391300201416,14.285715103149414,9.523809432983398,0,0,0,5.263157844543457,0,15.000000953674316,0,19.047618865966797,5,70,5,9.523809432983398,0,16001761280,4294963200,3529940992,753709056
199,1740531653378,11084.94320678711,4825,0,0.3062499999999999,11084.94320678711,4850,0,0.3062499999999999,23771.50816345215,4850,0,0.3062499999999999,23771.50816345215,4850,0,0.3062499999999999,10186.040664672852,3233.3333333333335,1,0.3062499999999999,10186.040664672852,3233.3333333333335,1,0.3062499999999999,23472.563369750977,4850,0,0.3062499999999999,23472.563369750977,4850,0,0.3062499999999999,213176.99824523926,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,15.000000953674316,5.263157844543457,26.3157901763916,0,14.285715103149414,0,14.285715103149414,0,21.052631378173828,0,15.789472579956055,0,5.263157844543457,85.71428680419922,5.263157844543457,0,16001761280,4294963200,3596492800,753709056
199,1740531653578,11086.707809448242,3166.666666666667,1,0.2437499999999999,11086.709838867188,3166.666666666667,1,0.2437499999999999,23773.394439697266,4750,0,0.2437499999999999,23773.394439697266,4750,0,0.2437499999999999,10187.211364746094,4750,0,0.2437499999999999,10187.211364746094,4750,0,0.2437499999999999,23474.096160888672,4750,0,0.2437499999999999,23474.096160888672,4750,0,0.2437499999999999,213185.64002990723,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,26.3157901763916,71.42857360839844,60.000003814697266,50,26.3157901763916,19.047618865966797,31.57894515991211,25,80,25,36.842105865478516,26.3157901763916,35,55,33.333335876464844,19.047618865966797,16001761280,4294963200,3742015488,753709056
199,1740531653778,11087.593948364258,4775,0,0.33125000000000004,11087.593948364258,4775,0,0.33125000000000004,23775.101654052734,4775,0,0.33125000000000004,23775.101654052734,4775,0,0.33125000000000004,10188.024826049805,4775,0,0.33125000000000004,10188.024826049805,4775,0,0.33125000000000004,23475.841384887695,4775,0,0.33125000000000004,23475.847381591797,4775,0,0.33125000000000004,213193.05615234375,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,26.3157901763916,26.3157901763916,15.000000953674316,85,25,5,16.666667938232422,25,15.000000953674316,90,28.571430206298828,25,15.000000953674316,100,16.666667938232422,10.526315689086914,16001761280,4294963200,3825504256,753709056
200,1740531653978,11088.316146850586,4750,0,0.34999999999999987,11088.316146850586,4750,0,0.34999999999999987,23776.277420043945,4750,0,0.34999999999999987,23776.277420043945,4750,0,0.34999999999999987,10188.722442626953,4750,0,0.34999999999999987,10188.722442626953,4750,0,0.34999999999999987,23477.74562072754,4750,0,0.34999999999999987,23477.74562072754,4750,0,0.34999999999999987,213199.3487701416,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,26.3157901763916,26.3157901763916,15.000000953674316,85,25,5,16.666667938232422,25,15.000000953674316,90,28.571430206298828,25,15.000000953674316,100,16.666667938232422,10.526315689086914,16001761280,4294963200,3911512064,753709056
199,1740531654179,11089.188034057617,3166.666666666667,1,0.33125000000000004,11089.188034057617,3166.666666666667,1,0.33125000000000004,23777.88670349121,4750,0,0.33125000000000004,23777.88670349121,4750,0,0.33125000000000004,10189.516357421875,3166.666666666667,0,0.33125000000000004,10189.516357421875,3200,1,0.4437500000000001,23479.446975708008,4800,0,0.4437500000000001,23479.446975708008,4800,0,0.4437500000000001,213206.09085083008,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,25,25,27.5,37.5,15.384615898132324,5.405405521392822,15.384615898132324,15.000000953674316,46.153846740722656,45,30.76923179626465,15.000000953674316,27.5,74.35897827148438,17.5,15.000000953674316,16001761280,4294963200,3973140480,753709056
199,1740531654378,11089.541000366211,3200,1,0.33125000000000004,11089.541000366211,3200,1,0.33125000000000004,23779.359344482422,4800,0,0.33125000000000004,23779.359344482422,4800,0,0.33125000000000004,10189.892211914063,4800,0,0.33125000000000004,10189.892211914063,4800,0,0.33125000000000004,23481.013061523438,3200,1,0.33125000000000004,23481.013061523438,3200,1,0.33125000000000004,213211.3648071289,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,25,25,27.5,37.5,15.384615898132324,5.405405521392822,15.384615898132324,15.000000953674316,46.153846740722656,45,30.76923179626465,15.000000953674316,27.5,74.35897827148438,17.5,15.000000953674316,16001761280,4294963200,4042231808,753709056
199,1740531654578,11089.994064331055,3200,1,0.32499999999999996,11089.994064331055,3200,1,0.32499999999999996,23780.001266479492,4800,0,0.32499999999999996,23780.001266479492,4800,0,0.32499999999999996,10190.206176757813,3200,1,0.32499999999999996,10190.206176757813,3200,1,0.32499999999999996,23482.329376220703,4800,0,0.32499999999999996,23482.329376220703,4800,0,0.32499999999999996,213215.39044189453,4946,400,400,3360,400,3434,5036,400,400,400,400,5036,400,400,3500,400,12.820513725280762,5,25.641027450561523,0,7.500000476837158,4.878048419952393,9.756096839904785,4.878048419952393,27.5,35,10.256410598754883,5.128205299377441,75,10,17.948719024658203,0,16001761280,4294963200,4048990208,753709056
