Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740537181796,12471.579193115234,3366.6666666666665,1,0.06874999999999987,12471.579193115234,3366.6666666666665,1,0.06874999999999987,27832.35646057129,5050,0,0.06874999999999987,27832.35646057129,5050,0,0.06874999999999987,11421.949142456055,3366.6666666666665,1,0.06874999999999987,11421.949142456055,3366.6666666666665,1,0.06874999999999987,27283.719146728516,3366.6666666666665,1,0.06874999999999987,27283.719146728516,3366.6666666666665,1,0.06874999999999987,242599.67762756348,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,4.34782600402832,4.34782600402832,0,0,4.34782600402832,0,4.1666669845581055,4.34782600402832,27.272727966308594,0,0,0,0,0,4.1666669845581055,0,16001761280,4294963200,3719307264,753127424
199,1740537181796,12471.582870483398,3366.6666666666665,1,0.06874999999999987,12471.582870483398,3366.6666666666665,1,0.06874999999999987,27832.361129760742,5025,0,0.05624999999999991,27832.361129760742,5025,0,0.05624999999999991,11421.949340820313,5025,0,0.05624999999999991,11421.949340820313,5025,0,0.05624999999999991,27283.720001220703,3350,1,0.05624999999999991,27283.720001220703,3350,1,0.05624999999999991,242599.7014312744,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,4.34782600402832,4.34782600402832,0,0,4.34782600402832,0,4.1666669845581055,4.34782600402832,27.272727966308594,0,0,0,0,0,4.1666669845581055,0,16001761280,4294963200,3719307264,753127424
199,1740537181996,12471.631652832031,3416.6666666666665,1,0.05624999999999991,12471.631652832031,3416.6666666666665,1,0.05624999999999991,27833.149810791016,5125,0,0.05624999999999991,27833.149810791016,5125,0,0.05624999999999991,11421.989196777344,3416.6666666666665,1,0.05624999999999991,11421.989196777344,3416.6666666666665,1,0.05624999999999991,27283.74559020996,3416.6666666666665,1,0.05624999999999991,27283.74559020996,3350,1,0.05624999999999991,242602.579788208,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,100,0,4.761904716491699,0,0,0,0,0,16001761280,4294963200,3719774208,753127424
199,1740537182196,12471.688064575195,3416.6666666666665,1,0.05624999999999991,12471.688064575195,3416.6666666666665,1,0.05624999999999991,27833.92512512207,5125,0,0.05624999999999991,27833.92512512207,5125,0,0.05624999999999991,11422.004104614258,3416.6666666666665,1,0.05624999999999991,11422.004104614258,3416.6666666666665,1,0.05624999999999991,27283.766708374023,3416.6666666666665,1,0.05624999999999991,27283.766708374023,3416.6666666666665,1,0.05624999999999991,242605.3542327881,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,100,0,0,0,4.761904716491699,0,0,0,16001761280,4294963200,3719774208,753127424
199,1740537182396,12471.74462890625,3416.6666666666665,1,0.0625,12471.74462890625,3416.6666666666665,1,0.0625,27834.704132080078,5125,0,0.0625,27834.704132080078,5125,0,0.0625,11422.021392822266,3416.6666666666665,1,0.0625,11422.021392822266,3416.6666666666665,1,0.0625,27283.78662109375,3416.6666666666665,1,0.0625,27283.78662109375,3416.6666666666665,1,0.0625,242608.13929748535,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16001761280,4294963200,3719774208,753127424
199,1740537182596,12471.81591796875,5050,1,0.07499999999999996,12471.81591796875,5050,0,0.07499999999999996,27835.57276916504,5050,0,0.07499999999999996,27835.57276916504,5050,0,0.07499999999999996,11422.035995483398,3366.6666666666665,1,0.07499999999999996,11422.035995483398,3366.6666666666665,1,0.07499999999999996,27283.80160522461,3366.6666666666665,1,0.07499999999999996,27283.80160522461,3366.6666666666665,1,0.07499999999999996,242610.94398498535,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,80.95238494873047,0,0,0,0,0,0,0,16001761280,4294963200,3719774208,753127424
199,1740537182797,12471.837631225586,3400,1,0.06874999999999987,12471.837753295898,3400,1,0.06874999999999987,27836.986068725586,5100,0,0.06874999999999987,27836.986068725586,5100,0,0.06874999999999987,11422.050094604492,3400,1,0.06874999999999987,11422.050094604492,3400,1,0.06874999999999987,27283.84764099121,3400,1,0.06874999999999987,27283.84764099121,5100,1,0.06874999999999987,242613.9514465332,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,0,6.6666669845581055,0,0,0,0,0,0,16001761280,4294963200,3719774208,753127424
199,1740537182997,12472.055648803711,3350,1,0.6625,12472.055648803711,3350,1,0.6625,27838.072204589844,5025,0,0.6625,27838.072204589844,5025,0,0.6625,11422.089172363281,3350,1,0.6625,11422.089172363281,3350,1,0.6625,27284.113815307617,3350,1,0.6625,27284.113815307617,3350,1,0.6625,242616.91270446777,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,0,0,0,0,0,0,0,0,0,12.5,0,0,4.761904716491699,9.523809432983398,0,0,16001761280,4294963200,3462799360,753127424
199,1740537183197,12472.235305786133,3316.6666666666665,1,0.25,12472.235305786133,3316.6666666666665,1,0.25,27839.003967285156,4975,0,0.25,27839.003967285156,4975,0,0.25,11422.378173828125,3316.6666666666665,1,0.25,11422.378173828125,3316.6666666666665,1,0.25,27284.53857421875,3316.6666666666665,1,0.25,27284.53857421875,3316.6666666666665,1,0.25,242620.1622467041,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,10,0,9.523809432983398,0,0,0,0,5,50,5,10.526315689086914,0,11.764705657958984,0,0,0,16001761280,4294963200,3558408192,753127424
199,1740537183397,12472.78141784668,5000,0,0.11874999999999991,12472.78141784668,5000,0,0.11874999999999991,27840.526809692383,5000,0,0.11874999999999991,27840.526809692383,5000,0,0.10624999999999996,11422.829696655273,3333.3333333333335,1,0.10624999999999996,11422.829696655273,3333.3333333333335,1,0.10624999999999996,27285.93507385254,5000,0,0.10624999999999996,27285.93507385254,5000,0,0.10624999999999996,242625.05255126953,400,3383,3408,400,3480,400,400,3382,5039,5034,3611,400,4439,400,400,4370,15.000000953674316,0,21.052631378173828,4.761904716491699,5.263157844543457,4.761904716491699,9.523809432983398,0,47.36842346191406,4.761904716491699,14.285715103149414,0,45.45454788208008,0,9.523809432983398,0,16001761280,4294963200,3592458240,753127424
