Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740533352118,11515.27505493164,3233.3333333333335,1,0.17500000000000004,11515.27505493164,3233.3333333333335,1,0.17500000000000004,25022.087890625,3233.3333333333335,1,0.17500000000000004,25022.087890625,3233.3333333333335,1,0.17500000000000004,10566.925018310547,3233.3333333333335,1,0.17500000000000004,10566.925018310547,3233.3333333333335,1,0.17500000000000004,24635.84846496582,4850,0,0.17500000000000004,24635.84846496582,4850,0,0.17500000000000004,222206.5798034668,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,13.51351261138916,5.555555820465088,8.333333969116211,5.555555820465088,2.857142925262451,2.777777910232544,2.777777910232544,5.405405521392822,68.42105102539063,2.777777910232544,2.777777910232544,2.857142925262451,16.666667938232422,0,5.555555820465088,2.702702760696411,16001761280,4294963200,3635302400,753627136
200,1740533352118,11515.278259277344,3233.3333333333335,1,0.17500000000000004,11515.278259277344,3233.3333333333335,1,0.17500000000000004,25022.09454345703,3233.3333333333335,1,0.17500000000000004,25022.09454345703,3233.3333333333335,1,0.17500000000000004,10566.925064086914,3233.3333333333335,1,0.17500000000000004,10566.925064086914,3333.3333333333335,1,0.2749999999999999,24635.853744506836,5000,0,0.2749999999999999,24635.853744506836,5000,0,0.2749999999999999,222206.60638427734,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,13.51351261138916,5.555555820465088,8.333333969116211,5.555555820465088,2.857142925262451,2.777777910232544,2.777777910232544,5.405405521392822,68.42105102539063,2.777777910232544,2.777777910232544,2.857142925262451,16.666667938232422,0,5.555555820465088,2.702702760696411,16001761280,4294963200,3635302400,753627136
200,1740533352318,11515.766555786133,3283.3333333333335,1,0.29374999999999996,11515.766555786133,3283.3333333333335,1,0.29374999999999996,25023.030502319336,4925,0,0.29374999999999996,25023.030502319336,4925,0,0.29374999999999996,10567.623977661133,3283.3333333333335,1,0.28749999999999987,10567.623977661133,3283.3333333333335,1,0.28749999999999987,24637.440231323242,3283.3333333333335,1,0.28749999999999987,24637.440231323242,3283.3333333333335,1,0.28749999999999987,222212.27397155762,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,10,9.523809432983398,38.095237731933594,5,13.636363983154297,0,20,0,5.555555820465088,33.333335876464844,20,9.523809432983398,71.42857360839844,9.523809432983398,15.000000953674316,0,16001761280,4294963200,3704430592,753627136
199,1740533352519,11515.79670715332,3366.6666666666665,1,0.6125,11515.79670715332,3366.6666666666665,1,0.6125,25023.18244934082,3366.6666666666665,1,0.6125,25023.18244934082,3366.6666666666665,1,0.6125,10567.628860473633,3366.6666666666665,1,0.6125,10567.628860473633,3366.6666666666665,1,0.6125,24637.501724243164,3366.6666666666665,1,0.6125,24637.501724243164,3366.6666666666665,1,0.6125,222213.3328552246,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,0,0,0,0,0,0,5.263157844543457,0,0,0,0,0,0,16001761280,4294963200,3704422400,753627136
199,1740533352719,11515.808044433594,3416.6666666666665,1,0.05624999999999991,11515.808044433594,3416.6666666666665,1,0.05624999999999991,25023.669525146484,5125,0,0.05624999999999991,25023.669525146484,5125,0,0.05624999999999991,10567.637878417969,3416.6666666666665,1,0.05624999999999991,10567.637878417969,3416.6666666666665,1,0.05624999999999991,24637.510864257813,3416.6666666666665,1,0.05624999999999991,24637.510864257813,3416.6666666666665,1,0.05624999999999991,222215.27305603027,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,4.761904716491699,0,0,0,0,0,61.904762268066406,0,0,0,0,0,0,16001761280,4294963200,3704422400,753627136
199,1740533352919,11515.825119018555,3416.6666666666665,1,0.0625,11515.825119018555,3416.6666666666665,1,0.0625,25024.463256835938,5125,0,0.0625,25024.463256835938,5125,0,0.0625,10567.653198242188,3416.6666666666665,1,0.0625,10567.653198242188,3416.6666666666665,1,0.0625,24637.526275634766,3416.6666666666665,1,0.0625,24637.526275634766,3416.6666666666665,1,0.0625,222218.05114746094,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,4.761904716491699,0,0,0,0,0,61.904762268066406,0,0,0,0,0,0,16001761280,4294963200,3704422400,753627136
199,1740533353119,11515.841217041016,3416.6666666666665,1,0.05624999999999991,11515.841217041016,3416.6666666666665,1,0.05624999999999991,25025.248428344727,5125,0,0.05624999999999991,25025.248428344727,5125,0,0.05624999999999991,10567.682113647461,3416.6666666666665,1,0.05624999999999991,10567.682113647461,3416.6666666666665,1,0.05624999999999991,24637.54261779785,3416.6666666666665,1,0.05624999999999991,24637.54261779785,3416.6666666666665,1,0.05624999999999991,222220.83390808105,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,2.4390242099761963,0,0,0,0,0,0,0,2.4390242099761963,100,0,0,0,0,0,0,16001761280,4294963200,3704422400,753627136
199,1740533353319,11515.857009887695,3416.6666666666665,1,0.0625,11515.857009887695,3416.6666666666665,1,0.0625,25026.02931213379,5125,0,0.0625,25026.02931213379,5125,0,0.0625,10567.697067260742,3416.6666666666665,1,0.0625,10567.697067260742,3416.6666666666665,1,0.0625,24637.557586669922,3416.6666666666665,1,0.0625,24637.557586669922,3416.6666666666665,1,0.0625,222223.6047515869,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,16001761280,4294963200,3704418304,753627136
199,1740533353519,11515.982940673828,3400,1,0.0625,11515.982940673828,3400,1,0.0625,25027.101623535156,5100,0,0.0625,25027.101623535156,5100,0,0.0625,10567.711364746094,3400,1,0.0625,10567.711364746094,3400,1,0.0625,24637.588958740234,3400,1,0.0625,24637.588958740234,3400,1,0.0625,222226.50172424316,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,16001761280,4294963200,3704418304,753627136
199,1740533353719,11515.997909545898,3400,1,0.0625,11515.997909545898,3400,1,0.0625,25028.260330200195,5100,0,0.0625,25028.260330200195,5100,0,0.0625,10567.725311279297,3400,1,0.0625,10567.725311279297,3400,1,0.0625,24637.624053955078,3400,1,0.0625,24637.624053955078,3400,1,0.0625,222229.32209777832,3385,400,400,4256,5037,400,3462,400,3487,400,3360,400,400,400,3398,400,0,0,0,0,0,0,0,0,0,5.882352828979492,0,0,4.761904716491699,0,0,0,16001761280,4294963200,3704418304,753627136
