Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740534202006,11727.521911621094,3350,1,0.06874999999999987,11727.521911621094,3350,1,0.06874999999999987,25624.031799316406,3350,1,0.06874999999999987,25624.031799316406,3350,1,0.06874999999999987,10759.586181640625,3350,1,0.06874999999999987,10759.586181640625,3350,1,0.06874999999999987,25236.04278564453,5025,0,0.06874999999999987,25236.04278564453,5025,0,0.06874999999999987,226735.5958404541,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,4.34782600402832,4.34782600402832,4.34782600402832,8.333333969116211,4.34782600402832,0,0,0,9.090909004211426,0,4.1666669845581055,4.34782600402832,100,0,0,0,16001761280,4294963200,3712950272,753586176
200,1740534202006,11727.552307128906,3350,1,0.06874999999999987,11727.552307128906,3350,1,0.06874999999999987,25624.032012939453,3350,1,0.06874999999999987,25624.032012939453,3350,1,0.06874999999999987,10759.586395263672,3350,1,0.06874999999999987,10759.586395263672,3350,1,0.06874999999999987,25236.047241210938,5025,0,0.06874999999999987,25236.047241210938,5025,0,0.09375,226735.6201324463,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,4.34782600402832,4.34782600402832,4.34782600402832,8.333333969116211,4.34782600402832,0,0,0,9.090909004211426,0,4.1666669845581055,4.34782600402832,100,0,0,0,16001761280,4294963200,3712950272,753586176
199,1740534202206,11727.610473632813,3416.6666666666665,1,0.0625,11727.610473632813,3416.6666666666665,1,0.0625,25624.10777282715,3416.6666666666665,1,0.0625,25624.10777282715,3366.6666666666665,1,0.0625,10759.611938476563,3366.6666666666665,1,0.0625,10759.611938476563,3366.6666666666665,1,0.0625,25236.82537841797,5050,0,0.0625,25236.82537841797,5050,0,0.0625,226738.5408630371,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,0,0,0,0,0,0,0,0,0,0,0,0,100,0,4.761904716491699,0,16001761280,4294963200,3713196032,753586176
199,1740534202406,11727.645126342773,3400,1,0.08125000000000004,11727.645126342773,3400,1,0.08125000000000004,25624.12321472168,3400,1,0.08125000000000004,25624.123306274414,3400,1,0.08125000000000004,10759.629852294922,3400,1,0.08125000000000004,10759.629852294922,3400,1,0.08125000000000004,25237.88185119629,5100,0,0.08125000000000004,25237.88185119629,5100,0,0.08125000000000004,226741.4451904297,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,16001761280,4294963200,3713196032,753586176
199,1740534202606,11727.661605834961,3400,1,0.07499999999999996,11727.661605834961,3400,1,0.07499999999999996,25624.156188964844,3400,1,0.07499999999999996,25624.156188964844,3400,1,0.07499999999999996,10759.642715454102,3400,1,0.07499999999999996,10759.642715454102,3400,1,0.07499999999999996,25239.284606933594,5100,0,0.07499999999999996,25239.284606933594,5100,0,0.07499999999999996,226744.4501800537,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6666669845581055,0,0,16001761280,4294963200,3713196032,753586176
199,1740534202806,11727.680389404297,3775,1,0.6625,11727.680389404297,3775,1,0.6625,25624.547775268555,3775,1,0.6625,25624.547775268555,3775,1,0.6625,10759.838821411133,3775,1,0.6625,10759.838821411133,3775,1,0.6625,25240.110321044922,3775,1,0.6625,25240.110321044922,3775,1,0.6625,226747.15370178223,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,0,0,5,0,0,0,0,4.761904716491699,20,0,5.263157844543457,0,4.761904716491699,5.882352828979492,0,0,16001761280,4294963200,3478900736,753586176
199,1740534203006,11728.057357788086,3316.6666666666665,1,0.20625000000000004,11728.057357788086,3316.6666666666665,1,0.19999999999999996,25626.074615478516,4975,0,0.19999999999999996,25626.074615478516,4975,0,0.19999999999999996,10760.115097045898,4975,0,0.19999999999999996,10760.115097045898,4975,0,0.19999999999999996,25240.570541381836,3316.6666666666665,1,0.19999999999999996,25240.570541381836,3316.6666666666665,1,0.19999999999999996,226751.0664215088,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,5.263157844543457,5,15.000000953674316,0,9.523809432983398,0,0,5,5,70,15.000000953674316,0,15.789472579956055,4.761904716491699,0,5,16001761280,4294963200,3579072512,753586176
199,1740534203206,11728.510681152344,3216.6666666666665,1,0.30000000000000004,11728.510681152344,3216.6666666666665,1,0.30000000000000004,25628.638702392578,4825,0,0.30000000000000004,25628.638702392578,4825,0,0.30000000000000004,10760.531875610352,3216.6666666666665,1,0.30000000000000004,10760.531875610352,3216.6666666666665,1,0.30000000000000004,25241.25274658203,3216.6666666666665,1,0.30000000000000004,25241.25274658203,3216.6666666666665,1,0.30000000000000004,226756.39590454102,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,22.72727394104004,0,25,0,10.526315689086914,4.761904716491699,14.285715103149414,0,5,95,14.285715103149414,5,15.000000953674316,0,15.000000953674316,0,16001761280,4294963200,3650023424,753586176
199,1740534203406,11730.287841796875,4850,0,0.2124999999999999,11730.287841796875,4850,0,0.2124999999999999,25630.460494995117,4850,0,0.2124999999999999,25630.460494995117,4850,0,0.2124999999999999,10761.696823120117,4850,0,0.2124999999999999,10761.696823120117,4850,0,0.2124999999999999,25242.976516723633,4850,0,0.2124999999999999,25242.976516723633,4850,0,0.2124999999999999,226765.37713623047,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,52.6315803527832,55,63.15789031982422,25,33.333335876464844,11.111111640930176,27.77777862548828,47.619049072265625,65,33.333335876464844,38.88888931274414,25,63.15789031982422,36.842105865478516,40,20,16001761280,4294963200,3745005568,753586176
199,1740534203607,11731.523956298828,4800,0,0.32499999999999996,11731.523956298828,4800,0,0.32499999999999996,25632.19647216797,4800,0,0.32499999999999996,25632.19647216797,4800,0,0.32499999999999996,10762.552764892578,4800,0,0.32499999999999996,10762.552764892578,4800,0,0.32499999999999996,25244.619430541992,4800,0,0.32499999999999996,25244.619430541992,4800,0,0.32499999999999996,226772.81350708008,3407,400,5039,400,3608,400,400,3359,4186,400,3359,400,5010,400,5039,400,30.000001907348633,36.842105865478516,33.333335876464844,31.57894515991211,20,10,25,15.000000953674316,15.789472579956055,90,30.000001907348633,19.047618865966797,75,28.571430206298828,25,20,16001761280,4294963200,3841576960,753586176
