Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP
0,1740534626912,11830.452438354492,3300,1,0.23124999999999996,11830.452438354492,3300,1,0.23124999999999996,25935.732635498047,3300,1,0.23124999999999996,25935.732635498047,3300,1,0.23124999999999996,10851.005920410156,3300,1,0.23124999999999996,10851.005920410156,3300,1,0.23124999999999996,25535.461196899414,4950,0,0.23124999999999996,25535.461196899414,4950,0,0.23124999999999996,228996.7611541748,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,11.111111640930176,11.428571701049805,11.428571701049805,2.777777910232544,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,54.28571701049805,2.857142925262451,5.882352828979492,2.857142925262451,33.333335876464844,5.555555820465088,5.882352828979492,2.777777910232544,16001761280,4294963200,3630510080,753582080
199,1740534626913,11830.452590942383,3266.6666666666665,1,0.23124999999999996,11830.452590942383,3266.6666666666665,1,0.23124999999999996,25935.732681274414,3266.6666666666665,1,0.23124999999999996,25935.732681274414,3266.6666666666665,1,0.23124999999999996,10851.005920410156,3266.6666666666665,1,0.23124999999999996,10851.005920410156,3266.6666666666665,1,0.23124999999999996,25535.461196899414,4900,0,0.23124999999999996,25535.461196899414,4900,0,0.23124999999999996,228996.7611541748,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,11.111111640930176,11.428571701049805,11.428571701049805,2.777777910232544,5.714285850524902,2.857142925262451,2.857142925262451,2.857142925262451,54.28571701049805,2.857142925262451,5.882352828979492,2.857142925262451,33.333335876464844,5.555555820465088,5.882352828979492,2.777777910232544,16001761280,4294963200,3630510080,753582080
200,1740534627113,11831.163787841797,3266.6666666666665,1,0.30000000000000004,11831.163787841797,3266.6666666666665,1,0.30000000000000004,25936.966918945313,3266.6666666666665,1,0.30000000000000004,25936.966918945313,3266.6666666666665,1,0.30000000000000004,10851.78646850586,3266.6666666666665,1,0.30000000000000004,10851.78646850586,3266.6666666666665,1,0.30000000000000004,25536.983367919922,4900,0,0.30000000000000004,25536.983367919922,4900,0,0.30000000000000004,229002.81129455566,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,20,5,35,0,10,4.761904716491699,10.526315689086914,0,40,15.000000953674316,26.3157901763916,0,78.94737243652344,0,10,5,16001761280,4294963200,3690496000,753582080
199,1740534627313,11831.20687866211,3416.6666666666665,1,1.05625,11831.20687866211,3416.6666666666665,1,1.05625,25937.112243652344,3416.6666666666665,1,1.05625,25937.112243652344,3416.6666666666665,1,1.05625,10851.792129516602,3416.6666666666665,1,1.05625,10851.792129516602,3416.6666666666665,1,1.05625,25537.134963989258,5125,0,1.05625,25537.134963989258,5125,0,1.05625,229003.92208862305,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,4.761904716491699,0,0,0,0,4.761904716491699,0,0,10,0,4.761904716491699,0,16001761280,4294963200,3690299392,753582080
199,1740534627513,11831.216217041016,3416.6666666666665,1,0.0625,11831.216217041016,3416.6666666666665,1,0.0625,25937.541244506836,5125,0,0.0625,25937.541244506836,5125,0,0.0625,10851.800216674805,3416.6666666666665,1,0.0625,10851.800216674805,3416.6666666666665,1,0.0625,25537.16212463379,5125,0,0.0625,25537.16212463379,5125,0,0.0625,229005.7671661377,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,57.142860412597656,0,0,0,0,0,0,0,16001761280,4294963200,3690299392,753582080
199,1740534627713,11831.24819946289,3416.6666666666665,1,0.08125000000000004,11831.24819946289,3416.6666666666665,1,0.08125000000000004,25938.32502746582,5125,0,0.08125000000000004,25938.32502746582,5125,0,0.08125000000000004,10851.823379516602,3416.6666666666665,1,0.08125000000000004,10851.823379516602,3416.6666666666665,1,0.08125000000000004,25537.20100402832,3416.6666666666665,1,0.08125000000000004,25537.20100402832,3416.6666666666665,1,0.08125000000000004,229008.5743408203,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,57.142860412597656,0,0,0,0,0,0,0,16001761280,4294963200,3690299392,753582080
199,1740534627913,11831.27407836914,3400,1,0.05624999999999991,11831.27407836914,3400,1,0.05624999999999991,25939.104293823242,5100,0,0.05624999999999991,25939.104293823242,5100,0,0.05624999999999991,10851.83822631836,3400,1,0.05624999999999991,10851.83822631836,3400,1,0.05624999999999991,25537.238800048828,3400,1,0.05624999999999991,25537.238800048828,3400,1,0.05624999999999991,229011.34129333496,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16001761280,4294963200,3690299392,753582080
199,1740534628113,11831.289260864258,3416.6666666666665,1,0.05624999999999991,11831.289260864258,3416.6666666666665,1,0.05624999999999991,25939.882537841797,5125,0,0.05624999999999991,25939.882537841797,5125,0,0.05624999999999991,10851.85986328125,3416.6666666666665,1,0.05624999999999991,10851.85986328125,3416.6666666666665,1,0.05624999999999991,25537.271926879883,3416.6666666666665,1,0.05624999999999991,25537.271926879883,3416.6666666666665,1,0.05624999999999991,229014.10612487793,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,16001761280,4294963200,3690299392,753582080
199,1740534628313,11831.344161987305,3400,1,0.03749999999999987,11831.344161987305,3400,1,0.03749999999999987,25940.765670776367,5100,0,0.03749999999999987,25940.765670776367,5100,0,0.03749999999999987,10851.87728881836,3400,1,0.03749999999999987,10851.87728881836,3400,1,0.03749999999999987,25537.367141723633,5100,1,0.0625,25537.367141723633,5100,0,0.0625,229016.91508483887,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,16001761280,4294963200,3690299392,753582080
199,1740534628514,11831.36361694336,3400,1,0.0625,11831.36361694336,3400,1,0.0625,25941.78773498535,5100,0,0.0625,25941.78773498535,5100,0,0.0625,10851.891250610352,3400,1,0.0625,10851.891250610352,3400,1,0.0625,25537.399627685547,3400,1,0.0625,25537.40673828125,3400,1,0.0625,229019.6842956543,3559,400,3360,400,4251,400,4807,400,3554,400,3642,400,4611,400,4757,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16001761280,4294963200,3690803200,753582080
