Delta,Time,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_TEMP_0,CPU_TEMP_1,CPU_TEMP_10,CPU_TEMP_11,CPU_TEMP_12,CPU_TEMP_13,CPU_TEMP_2,CPU_TEMP_3,CPU_TEMP_4,CPU_TEMP_5,CPU_TEMP_6,CPU_TEMP_7,CPU_TEMP_8,CPU_TEMP_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,SYSTEM_POWER (Watts),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,SYSTEM_ENERGY (J),DIFF_SYSTEM_ENERGY (J),SYSTEM_POWER (W)
201,8318,4056,4056,4056,4056,4056,4056,4056,4056,44.61345672607422,44.771785736083984,45.12753677368164,44.438846588134766,44.95351028442383,44.00517272949219,44.86670684814453,44.868125915527344,44.69121551513672,44.6772575378418,44.88227462768555,44.70576858520508,44.81264114379883,45.20523834228516,19.0476188659668,10.0,4.761904716491699,4.761904716491699,20.0,19.0476188659668,10.0,0.0,9.403541564941406,17179869184,0,9628254208,0,1.8901118545532227,-0.028210624694823938,-0.1403513666409151
201,8520,4056,4056,4056,4056,4056,4056,4056,4056,44.61345672607422,44.771785736083984,45.12753677368164,44.438846588134766,44.95351028442383,44.00517272949219,44.86670684814453,44.868125915527344,44.69121551513672,44.6772575378418,44.88227462768555,44.70576858520508,44.81264114379883,45.20523834228516,11.111111640930176,10.0,5.0,0.0,20.0,20.0,5.263157844543457,9.523809432983398,9.403541564941406,17179869184,0,9627566080,0,1.8901118545532227,0.0,0.0
200,8721,4056,4056,4056,4056,4056,4056,4056,4056,44.61345672607422,44.771785736083984,45.12753677368164,44.438846588134766,44.95351028442383,44.00517272949219,44.86670684814453,44.868125915527344,44.69121551513672,44.6772575378418,44.88227462768555,44.70576858520508,44.81264114379883,45.20523834228516,25.0,23.80952453613281,10.0,9.523809432983398,13.636363983154297,5.0,13.636363983154297,0.0,9.424186706542969,17179869184,0,9628270592,0,1.884837341308594,-0.005274513244628798,-0.02637256622314399
204,8923,4056,4056,4056,4056,4056,4056,4056,4056,44.61345672607422,44.771785736083984,45.12753677368164,44.438846588134766,44.95351028442383,44.00517272949219,44.86670684814453,44.868125915527344,44.69121551513672,44.6772575378418,44.88227462768555,44.70576858520508,44.81264114379883,45.20523834228516,19.0476188659668,10.0,5.0,0.0,11.111111640930176,15.000000953674316,5.263157844543457,4.761904716491699,9.424186706542969,17179869184,0,9627205632,0,1.9225340881347655,0.03769674682617152,0.1847879746380957
202,9128,4056,4056,4056,4056,4056,4056,4056,4056,44.65325927734375,44.80717086791992,45.11336517333984,44.512542724609375,45.00485229492188,44.00448989868164,44.90884017944336,44.8896484375,44.71580123901367,44.71864700317383,44.90599822998047,44.75414657592773,44.8215446472168,45.18962860107422,10.0,10.0,4.761904716491699,0.0,23.80952453613281,10.526315689086914,14.285715103149414,5.0,9.424186706542969,17179869184,0,9625763840,0,1.90368571472168,-0.01884837341308554,-0.09330877927270069
204,9331,4056,4056,4056,4056,4056,4056,4056,4056,44.65325927734375,44.80717086791992,45.11336517333984,44.512542724609375,45.00485229492188,44.00448989868164,44.90884017944336,44.8896484375,44.71580123901367,44.71864700317383,44.90599822998047,44.75414657592773,44.8215446472168,45.18962860107422,17.647058486938477,11.764705657958984,5.263157844543457,8.333333969116211,20.0,18.18181800842285,15.000000953674316,5.0,9.424186706542969,17179869184,0,9626058752,0,1.9225340881347655,0.01884837341308554,0.09239398731904677
204,9536,4056,4056,4056,4056,4056,4056,4056,4056,44.65325927734375,44.80717086791992,45.11336517333984,44.512542724609375,45.00485229492188,44.00448989868164,44.90884017944336,44.8896484375,44.71580123901367,44.71864700317383,44.90599822998047,44.75414657592773,44.8215446472168,45.18962860107422,15.000000953674316,5.263157844543457,4.761904716491699,9.090909004211426,19.0476188659668,15.000000953674316,9.523809432983398,19.0476188659668,9.424186706542969,17179869184,0,9627549696,0,1.9225340881347655,0.0,0.0
204,9741,4056,4056,4056,4056,4056,4056,4056,4056,44.65325927734375,44.80717086791992,45.11336517333984,44.512542724609375,45.00485229492188,44.00448989868164,44.90884017944336,44.8896484375,44.71580123901367,44.71864700317383,44.90599822998047,44.75414657592773,44.8215446472168,45.18962860107422,15.000000953674316,9.523809432983398,0.0,0.0,14.285715103149414,10.526315689086914,10.0,4.761904716491699,9.80709171295166,17179869184,0,9624338432,0,2.0006467094421385,0.07811262130737306,0.3829050064086915
200,9946,4056,4056,4056,4056,4056,4056,4056,4056,44.65325927734375,44.80717086791992,45.11336517333984,44.512542724609375,45.00485229492188,44.00448989868164,44.90884017944336,44.8896484375,44.71580123901367,44.71864700317383,44.90599822998047,44.75414657592773,44.8215446472168,45.18962860107422,14.285715103149414,14.285715103149414,5.0,0.0,10.526315689086914,18.18181800842285,10.526315689086914,5.0,9.80709171295166,17179869184,0,9625108480,0,1.9614183425903322,-0.03922836685180631,-0.19614183425903153
6,10147,4056,4056,4056,4056,4056,4056,4056,4056,44.78314971923828,44.91999816894531,45.26228713989258,44.81316375732422,45.17147064208984,44.28205490112305,45.027225494384766,45.00313568115234,44.80781173706055,44.86331558227539,45.04669570922852,44.88199234008789,44.96434020996094,45.32796859741211,15.789472579956056,10.0,9.523809432983398,0.0,20.0,15.000000953674316,13.636363983154297,5.0,9.80709171295166,17179869184,0,9621602304,0,0.05884255027770996,-1.9025757923126223,-317.09596538543707
