Delta,Time,CORE0_ENERGY (J),CORE0_FREQ (MHZ),CORE0_PSTATE,CORE0_VOLT (V),CORE1_ENERGY (J),CORE1_FREQ (MHZ),CORE1_PSTATE,CORE1_VOLT (V),CORE2_ENERGY (J),CORE2_FREQ (MHZ),CORE2_PSTATE,CORE2_VOLT (V),CORE3_ENERGY (J),CORE3_FREQ (MHZ),CORE3_PSTATE,CORE3_VOLT (V),CORE4_ENERGY (J),CORE4_FREQ (MHZ),CORE4_PSTATE,CORE4_VOLT (V),CORE5_ENERGY (J),CORE5_FREQ (MHZ),CORE5_PSTATE,CORE5_VOLT (V),CORE6_ENERGY (J),CORE6_FREQ (MHZ),CORE6_PSTATE,CORE6_VOLT (V),CORE7_ENERGY (J),CORE7_FREQ (MHZ),CORE7_PSTATE,CORE7_VOLT (V),CPU_ENERGY (J),CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_10,CPU_FREQUENCY_11,CPU_FREQUENCY_12,CPU_FREQUENCY_13,CPU_FREQUENCY_14,CPU_FREQUENCY_15,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_10,CPU_USAGE_11,CPU_USAGE_12,CPU_USAGE_13,CPU_USAGE_14,CPU_USAGE_15,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,DIFF_CORE0_ENERGY (J),CORE0_POWER (W),DIFF_CORE1_ENERGY (J),CORE1_POWER (W),DIFF_CORE2_ENERGY (J),CORE2_POWER (W),DIFF_CORE3_ENERGY (J),CORE3_POWER (W),DIFF_CORE4_ENERGY (J),CORE4_POWER (W),DIFF_CORE5_ENERGY (J),CORE5_POWER (W),DIFF_CORE6_ENERGY (J),CORE6_POWER (W),DIFF_CORE7_ENERGY (J),CORE7_POWER (W),DIFF_CPU_ENERGY (J),CPU_POWER (W)
0.0,0.0,11296.433227539064,3266.6666666666665,1,0.175,11296.433227539064,3266.6666666666665,1,0.175,24367.610397338867,4900.0,0,0.175,24367.610397338867,4900.0,0,0.175,10374.851181030272,4900.0,0,0.175,10374.85415649414,4900.0,0,0.175,24086.983474731445,4900.0,0,0.175,24086.983474731445,4900.0,0,0.175,217687.46920776367,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,16.666667938232422,4.34782600402832,21.7391300201416,0.0,8.0,0.0,4.1666669845581055,4.1666669845581055,62.5,8.0,8.69565200805664,0.0,8.69565200805664,20.833332061767575,13.04347801208496,0.0,16001761280,4294963200,3651108864,753651712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,0.0,11296.43586730957,3283.333333333333,1,0.2312499999999999,11296.43586730957,3283.333333333333,1,0.2312499999999999,24367.629486083984,4925.0,0,0.2312499999999999,24367.629486083984,4925.0,0,0.2312499999999999,10374.85415649414,4925.0,0,0.2312499999999999,10374.85415649414,4925.0,0,0.2312499999999999,24086.983474731445,4925.0,0,0.2312499999999999,24086.983474731445,4925.0,0,0.2312499999999999,217687.46920776367,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,16.666667938232422,4.34782600402832,21.7391300201416,0.0,8.0,0.0,4.1666669845581055,4.1666669845581055,62.5,8.0,8.69565200805664,0.0,8.69565200805664,20.833332061767575,13.04347801208496,0.0,16001761280,4294963200,3651108864,753651712,0.0026397705059935106,0.013198852529967553,0.0026397705059935106,0.013198852529967553,0.0190887451171875,0.0954437255859375,0.0190887451171875,0.0954437255859375,0.0029754638690064894,0.014877319345032447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200.0,200.0,11296.792022705078,3350.0,1,0.775,11296.792022705078,3350.0,1,0.775,24368.352752685547,3350.0,1,0.775,24368.352752685547,5025.0,1,0.775,10375.229522705078,5025.0,0,0.1374999999999999,10375.229522705078,5025.0,0,0.1374999999999999,24087.98460388184,3350.0,1,0.1374999999999999,24087.98460388184,3350.0,1,0.1374999999999999,217691.05854797363,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,10.0,4.761904716491699,5.263157844543457,9.090909004211426,0.0,4.761904716491699,5.0,0.0,30.000001907348636,5.263157844543457,11.111111640930176,0.0,9.523809432983398,57.89473724365234,0.0,0.0,16001761280,4294963200,3691622400,753651712,0.3561553955078125,1.7807769775390625,0.3561553955078125,1.7807769775390625,0.7232666015625,3.6163330078125,0.7232666015625,3.6163330078125,0.3753662109375,1.8768310546875,0.3753662109375,1.8768310546875,1.001129150394263,5.005645751971315,1.001129150394263,5.005645751971315,3.5893402099609375,17.946701049804688
200.0,400.0,11296.828125,3416.6666666666665,1,0.09375,11296.828125,3416.6666666666665,1,0.09375,24368.391479492188,3416.6666666666665,1,0.09375,24368.391479492188,3366.6666666666665,1,0.0874999999999999,10375.232803344728,3366.6666666666665,1,0.0874999999999999,10375.232803344728,3366.6666666666665,1,0.0874999999999999,24088.103759765625,5050.0,0,0.0874999999999999,24088.103759765625,5050.0,0,0.0874999999999999,217692.02757263184,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,10.0,4.761904716491699,5.263157844543457,9.090909004211426,0.0,4.761904716491699,5.0,0.0,30.000001907348636,5.263157844543457,11.111111640930176,0.0,9.523809432983398,57.89473724365234,0.0,0.0,16001761280,4294963200,3691622400,753651712,0.036102294921875,0.180511474609375,0.036102294921875,0.180511474609375,0.038726806640625,0.193634033203125,0.038726806640625,0.193634033203125,0.0032806396502564894,0.016403198251282447,0.0032806396502564894,0.016403198251282447,0.11915588378542452,0.5957794189271226,0.11915588378542452,0.5957794189271226,0.969024658203125,4.845123291015625
200.0,600.0,11296.858535766602,3416.6666666666665,1,0.0749999999999999,11296.858535766602,3416.6666666666665,1,0.0749999999999999,24368.40556335449,3416.6666666666665,1,0.0749999999999999,24368.405654907227,3416.6666666666665,1,0.0749999999999999,10375.245651245115,3416.6666666666665,1,0.0749999999999999,10375.245651245115,3416.6666666666665,1,0.0749999999999999,24088.85896301269,5125.0,0,0.0749999999999999,24088.85896301269,5125.0,0,0.0749999999999999,217694.7417602539,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.5,0.0,0.0,16001761280,4294963200,3691622400,753651712,0.0304107666015625,0.1520538330078125,0.0304107666015625,0.1520538330078125,0.014083862301049521,0.0704193115052476,0.0141754150390625,0.0708770751953125,0.012847900386987021,0.0642395019349351,0.012847900386987021,0.0642395019349351,0.7552032470666745,3.7760162353333726,0.7552032470666745,3.7760162353333726,2.7141876220703125,13.570938110351562
200.0,800.0,11296.929321289064,3416.6666666666665,1,0.0625,11296.929321289064,3416.6666666666665,1,0.0625,24368.420974731445,3416.6666666666665,1,0.0625,24368.420974731445,3416.6666666666665,1,0.0625,10375.279281616213,3416.6666666666665,1,0.0625,10375.279281616213,3416.6666666666665,1,0.0625,24089.61978149414,5125.0,0,0.0625,24089.61978149414,5125.0,0,0.0625,217697.59146118164,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16001761280,4294963200,3691192320,753651712,0.07078552246275649,0.35392761231378245,0.07078552246275649,0.35392761231378245,0.015411376956762979,0.0770568847838149,0.01531982421875,0.07659912109375,0.03363037109738798,0.1681518554869399,0.03363037109738798,0.1681518554869399,0.7608184814489505,3.8040924072447524,0.7608184814489505,3.8040924072447524,2.849700927734375,14.248504638671875
200.0,1000.0,11296.98600769043,3416.6666666666665,1,0.0625,11296.98600769043,3416.6666666666665,1,0.0625,24368.43650817871,3416.6666666666665,1,0.0625,24368.43650817871,3416.6666666666665,1,0.0625,10375.309478759766,3416.6666666666665,1,0.0625,10375.309478759766,3416.6666666666665,1,0.0625,24090.40007019043,5125.0,0,0.0625,24090.40007019043,5125.0,0,0.0625,217700.39987182617,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16001761280,4294963200,3691442176,753651712,0.05668640136536851,0.28343200682684255,0.05668640136536851,0.28343200682684255,0.015533447265625,0.077667236328125,0.015533447265625,0.077667236328125,0.03019714355286851,0.15098571776434255,0.03019714355286851,0.15098571776434255,0.7802886962890625,3.9014434814453125,0.7802886962890625,3.9014434814453125,2.80841064453125,14.04205322265625
200.0,1200.0,11297.00210571289,3416.6666666666665,1,0.0625,11297.00210571289,3416.6666666666665,1,0.0625,24368.452072143555,3350.0,1,0.0625,24368.452072143555,3350.0,1,0.0625,10375.34211730957,5025.0,0,0.0625,10375.34211730957,5025.0,0,0.0625,24091.1785736084,5025.0,0,0.0625,24091.1785736084,5025.0,0,0.0625,217703.19343566892,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,16001761280,4294963200,3691442176,753651712,0.0160980224609375,0.0804901123046875,0.0160980224609375,0.0804901123046875,0.01556396484375,0.07781982421875,0.01556396484375,0.07781982421875,0.0326385498046875,0.1631927490234375,0.0326385498046875,0.1631927490234375,0.77850341796875,3.89251708984375,0.77850341796875,3.89251708984375,2.7935638427443337,13.967819213721668
200.0,1400.0,11297.070129394531,3400.0,1,0.0749999999999999,11297.070129394531,3400.0,1,0.0749999999999999,24368.467498779297,3400.0,1,0.0749999999999999,24368.46759033203,3400.0,1,0.0749999999999999,10375.38899230957,3400.0,1,0.0749999999999999,10375.38899230957,3400.0,1,0.0749999999999999,24092.191040039062,5100.0,0,0.0749999999999999,24092.191040039062,5100.0,0,0.0749999999999999,217706.0054321289,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,16001761280,4294963200,3691442176,753651712,0.068023681640625,0.340118408203125,0.068023681640625,0.340118408203125,0.0154266357421875,0.0771331787109375,0.0155181884765625,0.0775909423828125,0.046875,0.234375,0.046875,0.234375,1.0124664306640625,5.0623321533203125,1.0124664306640625,5.0623321533203125,2.8119964599900413,14.059982299950207
200.0,1600.0,11297.083755493164,3333.333333333333,1,0.1374999999999999,11297.083755493164,3333.333333333333,1,0.1374999999999999,24368.49772644043,3333.333333333333,1,0.1374999999999999,24368.49772644043,3333.333333333333,1,0.1374999999999999,10375.529724121094,5000.0,0,0.1374999999999999,10375.529724121094,5000.0,0,0.1374999999999999,24093.24819946289,3333.333333333333,1,0.1374999999999999,24093.24819946289,3333.333333333333,1,0.1374999999999999,217708.89485168457,3413,400,3364,400,3481,400,3588,400,4379,400,3546,400,5050,400,4293,400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.333333969116213,0.0,0.0,0.0,16001761280,4294963200,3423391744,753651712,0.0136260986328125,0.0681304931640625,0.0136260986328125,0.0681304931640625,0.0302276611328125,0.1511383056640625,0.0301361083984375,0.1506805419921875,0.1407318115234375,0.7036590576171875,0.1407318115234375,0.7036590576171875,1.057159423828125,5.285797119140625,1.057159423828125,5.285797119140625,2.8894195556640625,14.447097778320312
